gift_id,price
GF_7584,108.69
GF_1482,57.52
GF_5934,44.07
GF_23240,54.28
GF_23238,110.75
GF_23570,59.86
GF_12741,105.67
GF_10316,1739.63
GF_14865,975.24
GF_23744,34.12
GF_6962,120.84
GF_13482,73.9
GF_979,25.19
GF_9384,1512.04
GF_4799,77.51
GF_7977,62.32
GF_7672,81.7
GF_5740,94.34
GF_13141,121.69
GF_5522,45.73
GF_23155,102.23
GF_23753,91.25
GF_11268,87.6
GF_12149,57.83
GF_564,1091.39
GF_14661,1092.5
GF_13447,78.71
GF_14952,63.59
GF_4933,45.62
GF_1020,52.15
GF_2352,213.11
GF_18205,46.74
GF_2392,93.58
GF_11929,55.02
GF_16337,66.39
GF_13622,1718.83
GF_7059,125.09
GF_1139,45.33
GF_181,90.32
GF_1817,53.46
GF_6360,31.97
GF_5867,56.81
GF_6361,74.95
GF_23649,1336.89
GF_10210,51.52
GF_24120,50.04
GF_18994,154.1
GF_8465,131.05
GF_4809,65.56
GF_7386,147.04
GF_8347,131.47
GF_13411,103.66
GF_9133,1860.73
GF_7581,157.52
GF_6850,88.65
GF_6151,77.46
GF_7182,1109.68
GF_5178,108.72
GF_9360,34.02
GF_9359,48.88
GF_8583,72.76
GF_6016,95.76
GF_4944,89.98
GF_6013,27.73
GF_7965,714.87
GF_13488,1403.47
GF_20147,67.25
GF_8063,61.33
GF_14319,81.14
GF_14090,208.95
GF_23737,186.97
GF_7719,78.86
GF_6711,92.94
GF_4914,143.13
GF_8309,126.68
GF_12944,87.33
GF_5265,31.31
GF_6303,120.88
GF_14893,136.34
GF_7404,131.68
GF_4996,26.52
GF_21575,59.32
GF_22960,68
GF_11928,55.02
GF_2239,118.04
GF_10938,55.9
GF_23652,224.45
GF_10936,137.75
GF_10804,57.49
GF_1200,149.69
GF_1202,47.52
GF_22339,33.87
GF_6179,163.37
GF_7472,35.27
GF_11339,85.05
GF_14484,58.47
GF_7061,74.21
GF_9489,62.46
GF_45,79.76
GF_2481,139.19
GF_1819,53.46
GF_13185,91.95
GF_6863,93.5
GF_22283,66.74
GF_2476,76.84
GF_24408,54.62
GF_7585,108.69
GF_1323,30.12
GF_7973,66.94
GF_5181,57.9
GF_8971,55.86
GF_4181,73.37
GF_4180,73.78
GF_1034,117.48
GF_8154,124.69
GF_7475,116.91
GF_6961,162.38
GF_4463,45.88
GF_4580,50.14
GF_24053,108.11
GF_12478,47.73
GF_18766,44.48
GF_1133,64.99
GF_23202,77.68
GF_23201,77.68
GF_332,93.82
GF_4957,150.35
GF_7229,88.66
GF_1633,146.99
GF_5752,101.41
GF_1847,175.83
GF_2390,93.58
GF_22189,126.26
GF_22959,68
GF_22235,43.46
GF_15041,74.39
GF_1825,92.16
GF_4534,50.73
GF_11183,69.74
GF_7508,231.86
GF_5109,1633.78
GF_14336,135.14
GF_14337,82.35
GF_11587,71.11
GF_9101,71.24
GF_4227,121.76
GF_13856,190.47
GF_4810,65.56
GF_12821,67.62
GF_2198,57.95
GF_2690,61.94
GF_10741,44.46
GF_9597,58.16
GF_13751,68.15
GF_8261,63.12
GF_21248,1110.63
GF_8350,48.4
GF_14087,101.84
GF_5359,179.03
GF_6867,1860.73
GF_23661,49.81
GF_7583,42.83
GF_11076,1860.73
GF_4830,41.08
GF_9357,169.84
GF_13368,1486.1
GF_11065,179.67
GF_12828,129.3
GF_698,108.72
GF_873,51.9
GF_6963,120.84
GF_4465,59.99
GF_7966,65.42
GF_6630,1512.35
GF_1745,67.41
GF_4131,130.2
GF_5011,1513.83
GF_18767,44.48
GF_4292,117.24
GF_4916,73.22
GF_4643,79.74
GF_14953,42.46
GF_14949,153.51
GF_1019,94.12
GF_8114,51.46
GF_22962,40.6
GF_800,70.52
GF_1730,104.43
GF_1980,87.63
GF_14713,90.98
GF_8595,57.95
GF_10642,109.85
GF_13464,96.69
GF_10839,63.05
GF_2033,108.82
GF_12316,59.8
GF_2177,110.78
GF_14338,82.35
GF_22266,124.26
GF_3158,98.46
GF_13858,60.07
GF_22282,122.66
GF_5093,117.39
GF_8575,72.51
GF_11072,111.16
GF_24407,117.59
GF_8260,121.01
GF_5447,91.63
GF_11743,57.49
GF_12800,107.87
GF_7051,283.78
GF_10489,86.48
GF_8969,1021.08
GF_16395,42.5
GF_1466,48.35
GF_1035,61.7
GF_7062,125.74
GF_997,86.84
GF_21971,62.59
GF_13898,139.49
GF_4840,98.5
GF_14350,73.67
GF_4841,51.14
GF_11373,148.74
GF_6648,48.53
GF_11357,160.21
GF_7677,101.1
GF_11359,54.65
GF_6712,61.36
GF_741,171.18
GF_1948,1091.59
GF_11416,52.64
GF_13773,40.67
GF_14021,58.66
GF_5960,106.29
GF_9376,955.11
GF_4714,149.64
GF_24060,172.87
GF_4510,78.29
GF_13901,87.91
GF_11352,43.68
GF_1624,98.99
GF_1809,67.03
GF_10801,121.32
GF_13621,1718.83
GF_23025,59.95
GF_4536,50.73
GF_729,129.33
GF_9486,93.52
GF_9487,62.46
GF_9194,117.48
GF_23650,1336.89
GF_9067,130.74
GF_6689,79.4
GF_12222,106.03
GF_899,79.88
GF_2214,1495.37
GF_5440,141.42
GF_5360,104.03
GF_483,116.53
GF_5183,48.94
GF_5809,200.28
GF_8380,169.48
GF_466,1075.86
GF_12829,54.65
GF_7476,60.57
GF_6601,81.98
GF_8106,129.12
GF_8529,48.78
GF_22187,85.59
GF_1629,61.9
GF_402,105.31
GF_22759,94.66
GF_11415,52.64
GF_4552,159.18
GF_14018,58.66
GF_5334,1512.35
GF_11117,28.92
GF_901,109.92
GF_23674,75.27
GF_22190,126.26
GF_22961,68
GF_663,50.01
GF_4997,127.04
GF_22522,97.2
GF_22338,96.7
GF_730,79.87
GF_10160,63.43
GF_4497,87.04
GF_10434,91.64
GF_5868,56.81
GF_13836,64.8
GF_8258,81.3
GF_24410,54.62
GF_7072,32.23
GF_6005,78.34
GF_7364,50.45
GF_11075,1860.73
GF_5180,43.19
GF_9689,139.6
GF_4211,2164.12
GF_6224,1108.37
GF_476,125.28
GF_4837,2162.64
GF_14142,89.65
GF_14140,89.65
GF_1300,109.17
GF_6629,1512.35
GF_11375,88.22
GF_23095,90.46
GF_5499,84.56
GF_12879,119.66
GF_12878,119.66
GF_1134,64.99
GF_1145,78.41
GF_8310,103.42
GF_14016,92.39
GF_8923,75.11
GF_11116,28.92
GF_7530,73.07
GF_6864,2164.12
GF_14662,63.93
GF_12064,189.87
GF_14951,42.46
GF_5596,138.73
GF_13019,63.85
GF_9724,57
GF_8590,58.87
GF_1808,54.25
GF_23839,32.87
GF_14258,53.37
GF_16,69.29
GF_761,70.74
GF_6137,51.46
GF_6529,65.03
GF_5252,44.53
GF_11181,119.51
GF_606,2153.37
GF_10432,134.15
GF_10243,106.33
GF_8948,76.86
GF_12223,106.03
GF_13348,93.34
GF_4808,121.28
GF_5506,106.93
GF_1324,30.12
GF_1322,153.07
GF_6704,122.32
GF_481,91.91
GF_1481,57.52
GF_5179,108.72
GF_1475,1496.02
GF_2641,110.72
GF_8970,1021.08
GF_4472,56.79
GF_11067,36.23
GF_980,25.19
GF_7967,97.97
GF_8107,90.58
GF_11194,38.54
GF_6633,1091.75
GF_6647,48.53
GF_6290,171.48
GF_5823,96.4
GF_5824,96.4
GF_1904,109.38
GF_5738,94.34
GF_4148,89.8
GF_13142,72.2
GF_22762,44.87
GF_1147,91.48
GF_13197,88.57
GF_4554,33.62
GF_12148,95.02
GF_8518,74.07
GF_14361,99.08
GF_7727,144.61
GF_13902,54.48
GF_8113,71.32
GF_5691,109.72
GF_18206,46.74
GF_6651,19.25
GF_21576,53.66
GF_9723,102.47
GF_8591,153.54
GF_8592,73.84
GF_10837,64.68
GF_2034,57.73
GF_14014,99.77
GF_1140,80.23
GF_9685,165.85
GF_9571,87.5
GF_10211,51.52
GF_10305,107.4
GF_6688,121.76
GF_4151,162.84
GF_8116,91.82
GF_10740,44.46
GF_10735,75.64
GF_10737,38.52
GF_7105,52.5
GF_5255,57.55
GF_13753,42.65
GF_9561,78.9
GF_13752,102.09
GF_14020,58.66
GF_7670,1092.12
GF_22839,137.57
GF_4860,63.28
GF_4861,63.28
GF_10800,44.37
GF_22220,72.18
GF_9847,109.29
GF_22234,88.05
GF_12665,119.48
GF_1824,92.16
GF_4999,92.8
GF_1039,59.63
GF_1038,107.02
GF_11338,117.59
GF_11340,54.95
GF_5565,108.7
GF_14480,180.29
GF_5745,62.38
GF_1141,80.23
GF_2960,98.72
GF_11588,60.81
GF_8351,85.2
GF_9570,138.15
GF_9034,89.94
GF_10209,131.76
GF_3161,65.82
GF_994,106.19
GF_24562,55.63
GF_2400,280.69
GF_8266,57.27
GF_7438,74.54
GF_5335,1512.35
GF_8935,87.97
GF_12011,58.04
GF_12012,47.66
GF_2353,72.74
GF_7145,96.83
GF_1978,106.72
GF_24054,158.28
GF_6948,146.21
GF_23100,154.87
GF_7983,94.02
GF_6135,93.55
GF_5138,94.51
GF_5669,98.95
GF_14887,89.61
GF_11586,109.82
GF_22268,87.27
GF_13802,153.74
GF_24118,111.3
GF_2454,66.05
GF_5185,66.8
GF_5855,275.28
GF_12147,151.24
GF_14663,54.55
GF_4614,136.26
GF_12947,83.16
GF_23676,75.27
GF_10799,60.01
GF_23203,86.1
GF_4995,95.35
GF_6368,71.02
GF_21574,99.65
GF_22964,40.6
GF_9748,96.91
GF_14542,57
GF_11350,139.19
GF_11351,64.24
GF_24055,39.94
GF_1979,87.63
GF_1981,87.63
GF_1807,163.09
GF_22337,263.4
GF_7135,34.44
GF_5474,86.15
GF_14482,58.47
GF_9719,116.43
GF_24094,55.76
GF_5866,175.43
GF_4446,46.76
GF_9907,73.71
GF_22025,167.82
GF_993,106.19
GF_24561,148.49
GF_14269,68.16
GF_12069,255.92
GF_6765,48.69
GF_5753,62.41
GF_9430,80.72
GF_10798,109.71
GF_7406,72.01
GF_4438,122.27
GF_1729,104.43
GF_10937,55.9
GF_15,69.29
GF_14109,61.83
GF_14111,61.83
GF_1637,36.53
GF_6289,107.41
GF_2691,164.97
GF_11589,71.11
GF_9195,29.67
GF_9192,107.63
GF_10212,51.52
GF_8268,107.19
GF_1649,78.94
GF_7616,98.76
GF_8265,132.93
GF_13349,61.66
GF_10713,170.7
GF_19400,117.09
GF_5935,135.73
GF_6242,125.02
GF_11470,179.65
GF_11472,57.67
GF_23842,95.9
GF_5199,198.44
GF_13777,142.93
GF_4862,63.28
GF_13041,61.42
GF_2240,49.64
GF_11353,43.68
GF_4576,102.05
GF_8930,85.26
GF_23024,114.89
GF_23026,43.27
GF_6330,131.32
GF_8215,89.31
GF_24511,91.33
GF_23585,76.48
GF_7060,82.32
GF_1138,129.38
GF_5108,1633.78
GF_12507,105.02
GF_24092,55.76
GF_5816,127.88
GF_1816,117.85
GF_6359,136.5
GF_9572,87.5
GF_3160,64.88
GF_9065,130.74
GF_9066,130.74
GF_13347,236
GF_7437,74.54
GF_9402,71.28
GF_1675,52.81
GF_1672,100.54
GF_5996,53.68
GF_10461,51.08
GF_6835,50.69
GF_6836,50.69
GF_3524,63.05
GF_12017,132.17
GF_11764,41.67
GF_11767,41.67
GF_24363,80.82
GF_24362,38.58
GF_430,108.76
GF_1674,52.81
GF_75,121.29
GF_175,51.3
GF_11578,56.58
GF_410,1513.83
GF_12022,47.96
GF_23654,86.21
GF_23655,65.35
GF_7102,39.64
GF_2199,49.29
GF_7104,52.5
GF_2201,57.95
GF_10742,44.46
GF_9599,58.16
GF_4357,63.16
GF_10738,38.52
GF_14339,60.38
GF_5256,57.55
GF_9560,37.42
GF_9598,58.16
GF_9562,78.9
GF_9558,78.9
GF_13033,39.64
GF_13755,42.65
GF_9563,78.9
GF_12173,85.36
GF_13034,35.45
GF_6763,81.76
GF_24086,121.62
GF_4649,57.34
GF_12432,56.69
GF_12297,122.9
GF_23666,41.49
GF_12226,47.87
GF_24087,48.97
GF_12706,49.15
GF_10460,73.66
GF_6247,193.17
GF_5925,100.83
GF_7270,44.94
GF_10342,103.97
GF_23664,79.82
GF_4487,115.78
GF_23844,95.9
GF_23841,93.65
GF_4648,76.57
GF_4645,129.52
GF_431,58.19
GF_6249,85.02
GF_1673,52.81
GF_12225,87.12
GF_11626,76.06
GF_23665,41.49
GF_10647,64.01
GF_4490,60.16
GF_6244,65.69
GF_11579,47.34
GF_11081,82.6
GF_12019,132.17
GF_6768,48.69
GF_24360,33.7
GF_8230,138.86
GF_8231,100.18
GF_12433,56.69
GF_1572,123.31
GF_23663,79.82
GF_10645,161.15
GF_11471,57.67
GF_2200,49.29
GF_10739,44.46
GF_9595,129.11
GF_12174,69.84
GF_5308,104.95
GF_13030,39.64
GF_13032,35.45
GF_12176,69.84
GF_13031,35.45
GF_11763,81.92
GF_432,42.48
GF_13660,114.78
GF_8132,22.11
GF_6419,218.98
GF_2486,150.69
GF_7269,94.97
GF_6764,81.76
GF_1645,161.91
GF_5489,99.98
GF_12992,105.44
GF_12431,119.19
GF_76,62.86
GF_10343,73.96
GF_174,51.3
GF_1581,135.17
GF_23845,95.9
GF_6767,48.69
GF_8484,97.7
GF_12705,49.15
GF_2488,29.17
GF_1573,51.81
GF_173,127.01
GF_4489,60.16
GF_5997,53.68
GF_23081,206.49
GF_6766,48.69
GF_4646,76.57
GF_13661,57.09
GF_23843,95.9
GF_23175,184.92
GF_6248,85.02
GF_13504,102.59
GF_1582,51.75
GF_10646,64.01
GF_11580,56.58
GF_10736,38.52
GF_7103,35.45
GF_5254,186.09
GF_4355,63.16
GF_9596,58.16
GF_18609,70.52
GF_18610,43.91
GF_9559,78.9
GF_9564,78.9
GF_5309,50.52
GF_12177,69.84
GF_5310,50.52
GF_12010,76.85
GF_14340,82.8
GF_13036,52.5
GF_23177,50.54
GF_5200,85
GF_11765,41.67
GF_8482,137.3
GF_5490,69.55
GF_6245,65.69
GF_6770,81.76
GF_24361,38.58
GF_8483,25.63
GF_13506,45.43
GF_3523,63.05
GF_3521,63.05
GF_11766,41.67
GF_11822,31.99
GF_12994,80.71
GF_5417,21.26
GF_6834,131.34
GF_1676,52.81
GF_12298,41.86
GF_23082,20.65
GF_12021,44.64
GF_4356,63.16
GF_4354,135.88
GF_8934,131.94
GF_13035,52.5
GF_12175,48.43
GF_8131,114.53
GF_11625,73.28
GF_1575,51.81
GF_3522,65.95
GF_12020,132.17
GF_9403,35.42
GF_4647,57.34
GF_12704,136.59
GF_13505,45.43
GF_11627,76.06
GF_1574,51.81
GF_11577,160.45
GF_6769,81.76
GF_23176,50.54
GF_5926,54.01
GF_23846,95.9
GF_12018,132.17
GF_433,42.48
GF_5416,424.2
GF_23847,95.9
GF_11082,52.97
GF_11820,80.24
GF_4488,60.16
GF_6243,65.69
GF_5995,97.06
GF_1427,425.73
GF_1431,80.22
GF_12993,71.42
GF_11821,54.11
GF_6420,73.9
GF_24088,48.97
GF_11823,31.99
GF_6421,73.9
GF_2487,29.17
GF_1429,80.22
GF_1430,80.22
GF_1428,425.73
GF_1432,80.22
GF_1435,80.22
GF_1434,80.22
GF_1436,80.22
GF_1433,80.22
GF_23264,60.05
GF_24682,94.23
GF_24681,62.38
GF_23255,53.41
GF_10323,216.75
GF_22526,48.26
GF_141,88.52
GF_6336,141.72
GF_13195,118.76
GF_13397,77.2
GF_13730,45.66
GF_2591,42.98
GF_22528,48.16
GF_17037,43.49
GF_17038,43.49
GF_10324,23.53
GF_15525,103.66
GF_2592,42.98
GF_4719,90.92
GF_23254,34.7
GF_142,69.63
GF_2590,49.98
GF_17039,54.15
GF_13196,80.55
GF_15524,103.66
GF_4922,64.35
GF_24589,53.71
GF_14580,117.95
GF_16509,121.42
GF_4959,54.62
GF_14036,82.26
GF_1265,97.79
GF_4668,175.2
GF_16508,126.29
GF_11026,140.39
GF_15627,177.07
GF_5302,60.46
GF_20786,75.08
GF_6235,55.76
GF_11093,82.22
GF_24582,99.33
GF_22527,58.07
GF_14498,43.98
GF_14423,85.76
GF_14476,78.91
GF_6253,138.22
GF_13729,92.96
GF_10326,80.63
GF_9537,62.79
GF_11189,91.11
GF_5301,115.81
GF_24337,103.02
GF_14038,84.75
GF_10444,54.81
GF_10603,109.58
GF_14422,155.83
GF_20782,33.66
GF_15412,145.39
GF_13148,134.19
GF_14037,67.9
GF_17040,51.56
GF_10328,23.53
GF_1268,63.18
GF_9535,83.37
GF_12041,90.88
GF_11843,108.16
GF_6694,97.6
GF_24335,119.85
GF_4718,196.98
GF_11025,140.39
GF_2337,106.24
GF_10604,109.58
GF_4958,126.27
GF_6234,164
GF_15408,131.92
GF_38,86.9
GF_15526,63.91
GF_4166,82.03
GF_14497,96.28
GF_10606,41.06
GF_15413,145.39
GF_2589,122.65
GF_1267,63.18
GF_24588,59.37
GF_6895,92.07
GF_10325,80.63
GF_9536,96.26
GF_13396,103.69
GF_11228,102.22
GF_4165,91.63
GF_23265,37.77
GF_23253,78.09
GF_23345,121.76
GF_8039,66.77
GF_11229,51.4
GF_10926,67
GF_18430,158.05
GF_20787,75.08
GF_13283,92.5
GF_13337,79.97
GF_5288,81.73
GF_6892,266.45
GF_6894,91.75
GF_6254,67.36
GF_6695,68.44
